interaction_id,age,job,marital,education,default,housing,loan,month,day_of_week,campaign,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,reward,arm,previously_contacted,pdays_since_previous,age_group
16561,27,blue-collar,single,high.school,no,yes,no,jul,wed,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,under_30
16562,36,self-employed,single,university.degree,no,yes,no,jul,wed,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,30_39
16563,49,self-employed,divorced,university.degree,no,yes,no,jul,wed,4,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,40_49
16564,25,blue-collar,single,basic.9y,no,yes,no,jul,wed,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,under_30
16565,26,technician,single,professional.course,no,no,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,under_30
16566,26,admin.,single,university.degree,no,no,yes,jul,wed,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,under_30
16567,49,unknown,married,university.degree,no,yes,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,40_49
16568,34,blue-collar,married,high.school,unknown,yes,no,jul,wed,4,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,telephone,0,,30_39
16569,37,technician,single,university.degree,no,yes,no,jul,wed,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,30_39
16570,29,blue-collar,married,unknown,no,yes,no,jul,wed,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,under_30
16571,24,admin.,married,university.degree,no,yes,no,jul,wed,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,under_30
16572,39,blue-collar,married,basic.6y,unknown,no,no,jul,wed,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,30_39
16573,32,technician,married,professional.course,no,yes,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,30_39
16574,53,entrepreneur,divorced,university.degree,no,no,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,telephone,0,,50_59
16575,26,services,single,high.school,no,unknown,unknown,jul,wed,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,telephone,0,,under_30
16576,31,blue-collar,married,basic.9y,no,no,no,jul,wed,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,30_39
16577,51,blue-collar,married,basic.4y,no,no,yes,jul,wed,6,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,telephone,0,,50_59
16578,34,blue-collar,married,basic.9y,no,yes,no,jul,wed,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,30_39
16579,24,admin.,married,university.degree,no,yes,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,under_30
16580,29,self-employed,married,professional.course,unknown,no,no,jul,wed,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,under_30
16581,25,blue-collar,single,basic.9y,no,yes,yes,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,under_30
16582,53,blue-collar,married,basic.4y,no,yes,no,jul,wed,24,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,50_59
16583,59,retired,divorced,unknown,no,no,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,50_59
16584,34,admin.,married,university.degree,no,no,no,jul,wed,4,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,telephone,0,,30_39
16585,47,technician,married,professional.course,no,yes,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,40_49
16586,27,services,single,university.degree,no,no,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,under_30
16587,24,services,single,basic.9y,no,yes,no,jul,wed,4,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,under_30
16588,36,admin.,divorced,high.school,no,no,no,jul,wed,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,cellular,0,,30_39
16589,28,blue-collar,single,basic.4y,unknown,no,no,jul,wed,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,under_30
16590,44,admin.,married,basic.6y,no,no,no,jul,wed,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,40_49
16591,42,admin.,married,university.degree,no,no,no,jul,wed,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,40_49
16592,40,admin.,divorced,high.school,no,no,no,jul,wed,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,40_49
16593,39,admin.,married,basic.6y,unknown,no,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,30_39
16594,31,blue-collar,single,basic.6y,no,no,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,30_39
16595,36,services,married,high.school,no,no,no,jul,wed,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,30_39
16596,24,technician,married,high.school,unknown,no,no,jul,wed,4,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,under_30
16597,48,services,married,basic.9y,no,no,no,jul,wed,6,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,40_49
16598,34,technician,single,professional.course,no,yes,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,30_39
16599,25,services,married,high.school,no,no,no,jul,wed,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,under_30
16600,29,technician,single,university.degree,no,yes,yes,jul,wed,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,under_30
16601,39,services,married,high.school,unknown,yes,no,jul,wed,4,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,30_39
16602,29,technician,single,university.degree,no,no,no,jul,wed,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,under_30
16603,30,management,married,university.degree,no,yes,no,jul,wed,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,cellular,0,,30_39
16604,31,technician,single,professional.course,no,no,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,telephone,0,,30_39
16605,33,entrepreneur,married,basic.9y,no,yes,yes,jul,wed,6,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,telephone,0,,30_39
16606,55,unknown,married,unknown,unknown,yes,no,jul,wed,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,50_59
16607,29,technician,single,university.degree,no,yes,no,jul,wed,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,under_30
16608,33,blue-collar,married,basic.9y,unknown,no,no,jul,wed,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,30_39
16609,58,retired,married,basic.4y,unknown,no,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,50_59
16610,23,admin.,single,professional.course,no,yes,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,under_30
16611,57,technician,married,basic.4y,unknown,no,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,50_59
16612,29,blue-collar,married,basic.9y,no,no,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,under_30
16613,27,services,single,university.degree,no,unknown,unknown,jul,wed,9,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,under_30
16614,43,management,married,unknown,no,yes,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,40_49
16615,50,self-employed,divorced,university.degree,unknown,yes,no,jul,wed,11,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,50_59
16616,39,blue-collar,single,university.degree,no,no,no,jul,wed,7,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,30_39
16617,40,entrepreneur,married,basic.4y,unknown,yes,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,40_49
16618,32,services,single,basic.9y,no,no,no,jul,wed,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,30_39
16619,26,admin.,single,university.degree,no,no,no,jul,wed,4,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,under_30
16620,48,technician,divorced,professional.course,no,yes,no,jul,wed,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,40_49
16621,23,admin.,single,professional.course,no,yes,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,cellular,0,,under_30
16622,39,blue-collar,married,unknown,unknown,yes,no,jul,wed,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,30_39
16623,56,management,divorced,high.school,no,no,yes,jul,wed,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,50_59
16624,31,blue-collar,married,high.school,no,no,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,30_39
16625,32,services,single,basic.9y,no,no,no,jul,wed,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,30_39
16626,30,blue-collar,married,basic.6y,no,yes,no,jul,wed,10,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,30_39
16627,31,admin.,single,university.degree,no,yes,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,cellular,0,,30_39
16628,30,management,married,university.degree,no,yes,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,telephone,0,,30_39
16629,32,technician,single,high.school,no,no,no,jul,wed,11,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,telephone,0,,30_39
16630,53,admin.,married,university.degree,unknown,no,yes,jul,wed,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,50_59
16631,37,blue-collar,married,basic.9y,no,yes,no,jul,wed,12,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,30_39
16632,35,entrepreneur,married,university.degree,no,yes,no,jul,wed,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,telephone,0,,30_39
16633,38,technician,single,professional.course,no,unknown,unknown,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,30_39
16634,33,admin.,single,university.degree,no,no,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,telephone,0,,30_39
16635,21,blue-collar,married,basic.9y,no,yes,no,jul,wed,6,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,cellular,0,,under_30
16636,36,blue-collar,married,basic.9y,no,no,no,jul,wed,4,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,30_39
16637,53,services,married,professional.course,no,yes,no,jul,wed,10,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,50_59
16638,29,technician,single,university.degree,no,no,yes,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,telephone,0,,under_30
16639,29,technician,single,university.degree,no,no,yes,jul,wed,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,telephone,0,,under_30
16640,46,admin.,divorced,high.school,no,no,yes,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,40_49
16641,23,admin.,single,professional.course,no,no,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,under_30
16642,38,blue-collar,married,basic.6y,no,no,no,jul,wed,17,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,30_39
16643,34,blue-collar,single,basic.4y,no,no,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,30_39
16644,42,technician,single,high.school,no,no,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,40_49
16645,30,management,married,university.degree,no,yes,yes,jul,wed,4,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,30_39
16646,38,blue-collar,married,basic.6y,no,no,no,jul,wed,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,30_39
16647,25,blue-collar,married,basic.9y,no,yes,no,jul,wed,5,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,under_30
16648,31,technician,married,basic.9y,no,yes,no,jul,wed,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,30_39
16649,53,blue-collar,married,basic.6y,no,yes,no,jul,wed,19,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,50_59
16650,42,unknown,married,university.degree,no,no,yes,jul,wed,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,40_49
16651,23,admin.,single,professional.course,no,no,yes,jul,wed,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,under_30
16652,42,self-employed,married,university.degree,no,no,no,jul,wed,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,telephone,0,,40_49
16653,56,blue-collar,married,basic.9y,unknown,yes,no,jul,wed,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,50_59
16654,42,self-employed,married,university.degree,no,no,no,jul,wed,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,40_49
16655,49,self-employed,divorced,university.degree,no,yes,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,cellular,0,,40_49
16656,51,admin.,married,basic.9y,unknown,yes,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,cellular,0,,50_59
16657,30,technician,divorced,professional.course,no,no,no,jul,wed,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,30_39
16658,30,technician,divorced,professional.course,no,no,yes,jul,wed,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,cellular,0,,30_39
16659,28,admin.,married,university.degree,no,yes,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,under_30
16660,33,technician,married,university.degree,no,yes,no,jul,wed,6,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,30_39
16661,26,admin.,single,university.degree,no,yes,no,jul,wed,5,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,under_30
16662,54,housemaid,unknown,basic.4y,no,yes,no,jul,wed,13,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,50_59
16663,55,management,married,basic.9y,no,yes,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,50_59
16664,25,services,single,basic.9y,no,no,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,telephone,0,,under_30
16665,35,admin.,married,professional.course,no,yes,no,jul,wed,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,30_39
16666,29,admin.,married,high.school,no,no,no,jul,wed,16,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,under_30
16667,36,entrepreneur,married,university.degree,no,no,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,cellular,0,,30_39
16668,28,admin.,single,high.school,no,no,yes,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,under_30
16669,32,services,divorced,basic.9y,unknown,no,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,30_39
16670,28,admin.,single,university.degree,no,yes,no,jul,wed,4,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,under_30
16671,34,services,married,high.school,no,no,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,telephone,0,,30_39
16672,57,blue-collar,married,basic.6y,unknown,yes,no,jul,wed,4,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,50_59
16673,50,management,married,university.degree,no,yes,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,50_59
16674,38,blue-collar,married,basic.6y,no,no,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,30_39
16675,56,retired,married,professional.course,no,yes,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,50_59
16676,38,blue-collar,married,basic.9y,no,yes,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,30_39
16677,22,admin.,single,high.school,no,yes,no,jul,wed,5,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,telephone,0,,under_30
16678,39,technician,married,professional.course,no,unknown,unknown,jul,wed,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,30_39
16679,44,services,married,unknown,no,yes,yes,jul,wed,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,telephone,0,,40_49
16680,30,blue-collar,married,basic.6y,no,yes,yes,jul,wed,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,telephone,0,,30_39
16681,26,blue-collar,married,basic.6y,no,no,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,under_30
16682,49,admin.,married,high.school,no,no,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,40_49
16683,39,services,married,unknown,unknown,yes,yes,jul,wed,6,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,cellular,0,,30_39
16684,35,services,married,basic.9y,no,yes,yes,jul,wed,6,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,30_39
16685,27,blue-collar,single,basic.9y,unknown,yes,no,jul,wed,4,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,cellular,0,,under_30
16686,48,technician,divorced,professional.course,no,no,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,40_49
16687,37,admin.,married,high.school,no,yes,yes,jul,wed,6,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,30_39
16688,59,services,married,high.school,unknown,yes,no,jul,wed,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,50_59
16689,32,blue-collar,married,basic.6y,no,yes,no,jul,wed,4,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,30_39
16690,24,services,single,high.school,no,no,no,jul,wed,5,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,under_30
16691,28,admin.,married,high.school,no,no,no,jul,wed,5,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,under_30
16692,32,blue-collar,married,basic.6y,no,yes,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,telephone,0,,30_39
16693,35,management,single,unknown,no,yes,yes,jul,wed,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,30_39
16694,39,housemaid,single,basic.4y,unknown,no,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,telephone,0,,30_39
16695,23,services,single,high.school,no,unknown,unknown,jul,wed,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,under_30
16696,52,housemaid,married,high.school,unknown,yes,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,50_59
16697,38,entrepreneur,married,university.degree,no,yes,no,jul,wed,4,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,telephone,0,,30_39
16698,30,admin.,divorced,basic.6y,no,no,no,jul,wed,10,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,30_39
16699,60,blue-collar,married,basic.4y,unknown,yes,no,jul,wed,5,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,60_plus
16700,44,blue-collar,divorced,basic.9y,no,no,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,telephone,0,,40_49
16701,50,admin.,married,university.degree,unknown,yes,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,telephone,0,,50_59
16702,26,services,single,high.school,no,yes,no,jul,wed,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,under_30
16703,31,blue-collar,married,basic.9y,unknown,no,no,jul,wed,4,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,30_39
16704,47,self-employed,married,basic.9y,no,yes,no,jul,wed,6,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,cellular,0,,40_49
16705,43,admin.,married,university.degree,no,yes,no,jul,wed,4,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,telephone,0,,40_49
16706,60,self-employed,married,university.degree,no,yes,no,jul,wed,4,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,cellular,0,,60_plus
16707,27,technician,married,professional.course,no,no,no,jul,wed,15,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,telephone,0,,under_30
16708,50,admin.,single,university.degree,no,unknown,unknown,jul,wed,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,50_59
16709,26,blue-collar,single,basic.4y,no,no,no,jul,wed,17,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,under_30
16710,40,entrepreneur,married,university.degree,no,no,no,jul,wed,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,40_49
16711,36,services,divorced,high.school,no,no,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,cellular,0,,30_39
16712,48,services,married,basic.9y,no,yes,no,jul,wed,4,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,40_49
16713,31,blue-collar,married,basic.4y,unknown,no,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,30_39
16714,34,management,married,university.degree,no,no,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,30_39
16715,31,blue-collar,married,basic.4y,unknown,yes,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,30_39
16716,40,admin.,divorced,university.degree,no,no,no,jul,wed,6,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,telephone,0,,40_49
16717,27,blue-collar,single,basic.9y,unknown,yes,yes,jul,wed,4,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,under_30
16718,26,blue-collar,single,professional.course,no,yes,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,under_30
16719,32,technician,married,professional.course,no,no,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,30_39
16720,58,technician,married,unknown,unknown,no,no,jul,wed,4,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,50_59
16721,41,blue-collar,married,basic.6y,no,yes,no,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,40_49
16722,29,self-employed,married,professional.course,unknown,yes,yes,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,cellular,0,,under_30
16723,24,admin.,married,university.degree,no,yes,yes,jul,wed,13,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,under_30
16724,48,technician,divorced,professional.course,no,yes,yes,jul,wed,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,40_49
16725,27,admin.,married,high.school,no,yes,no,jul,wed,5,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,telephone,0,,under_30
16726,26,blue-collar,married,basic.6y,no,no,no,jul,wed,5,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,under_30
16727,32,services,married,basic.9y,no,yes,no,jul,wed,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,telephone,0,,30_39
16728,40,admin.,divorced,university.degree,no,no,no,jul,wed,5,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,telephone,0,,40_49
16729,29,services,single,basic.6y,no,yes,no,jul,wed,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,cellular,0,,under_30
16730,40,blue-collar,divorced,basic.9y,no,no,no,jul,thu,4,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16731,29,technician,single,high.school,no,no,no,jul,thu,29,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,under_30
16732,44,admin.,married,high.school,no,no,no,jul,thu,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16733,56,retired,married,basic.4y,no,no,no,jul,thu,4,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16734,31,blue-collar,single,basic.9y,unknown,no,yes,jul,thu,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,telephone,0,,30_39
16735,58,blue-collar,married,basic.4y,no,no,yes,jul,thu,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16736,52,services,married,high.school,unknown,yes,no,jul,thu,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16737,42,entrepreneur,married,university.degree,no,unknown,unknown,jul,thu,4,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,cellular,0,,40_49
16738,47,technician,divorced,high.school,no,no,no,jul,thu,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16739,41,technician,single,university.degree,no,no,no,jul,thu,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16740,42,admin.,married,high.school,no,no,yes,jul,thu,6,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16741,58,blue-collar,married,basic.4y,no,yes,no,jul,thu,6,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,telephone,0,,50_59
16742,52,retired,married,basic.4y,unknown,unknown,unknown,jul,thu,4,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16743,41,blue-collar,married,high.school,no,yes,yes,jul,thu,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16744,49,services,married,high.school,no,no,no,jul,thu,4,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16745,32,technician,married,university.degree,no,yes,no,jul,thu,7,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,30_39
